countrycode,input_adm_area_1,input_adm_area_2,input_adm_area_3,adm_area_1,adm_area_2,adm_area_3,gid
USA,Florida,Taylor,,Florida,Taylor,,USA.10.62_1
USA,Florida,Union,,Florida,Union,,USA.10.63_1
USA,Florida,Volusia,,Florida,Volusia,,USA.10.64_1
USA,Florida,Wakulla,,Florida,Wakulla,,USA.10.65_1
USA,Florida,Walton,,Florida,Walton,,USA.10.66_1
USA,Florida,Washington,,Florida,Washington,,USA.10.67_1
USA,Georgia,Appling,,Georgia,Appling,,USA.11.1_1
USA,Georgia,Atkinson,,Georgia,Atkinson,,USA.11.2_1
USA,Georgia,Bacon,,Georgia,Bacon,,USA.11.3_1
USA,Georgia,Baker,,Georgia,Baker,,USA.11.4_1
USA,Georgia,Baldwin,,Georgia,Baldwin,,USA.11.5_1
USA,Georgia,Banks,,Georgia,Banks,,USA.11.6_1
USA,Georgia,Barrow,,Georgia,Barrow,,USA.11.7_1
USA,Georgia,Bartow,,Georgia,Bartow,,USA.11.8_1
USA,Georgia,Ben Hill,,Georgia,Ben Hill,,USA.11.9_1
USA,Georgia,Berrien,,Georgia,Berrien,,USA.11.10_1
USA,Georgia,Bibb,,Georgia,Bibb,,USA.11.11_1
USA,Georgia,Bleckley,,Georgia,Bleckley,,USA.11.12_1
USA,Georgia,Brantley,,Georgia,Brantley,,USA.11.13_1
USA,Georgia,Brooks,,Georgia,Brooks,,USA.11.14_1
USA,Georgia,Bryan,,Georgia,Bryan,,USA.11.15_1
USA,Georgia,Bulloch,,Georgia,Bulloch,,USA.11.16_1
USA,Georgia,Burke,,Georgia,Burke,,USA.11.17_1
USA,Georgia,Butts,,Georgia,Butts,,USA.11.18_1
USA,Georgia,Calhoun,,Georgia,Calhoun,,USA.11.19_1
USA,Georgia,Camden,,Georgia,Camden,,USA.11.20_1
USA,Georgia,Candler,,Georgia,Candler,,USA.11.21_1
USA,Georgia,Carroll,,Georgia,Carroll,,USA.11.22_1
USA,Georgia,Catoosa,,Georgia,Catoosa,,USA.11.23_1
USA,Georgia,Charlton,,Georgia,Charlton,,USA.11.24_1
USA,Georgia,Chatham,,Georgia,Chatham,,USA.11.25_1
USA,Georgia,Chattahoochee,,Georgia,Chattahoochee,,USA.11.26_1
USA,Georgia,Chattooga,,Georgia,Chattooga,,USA.11.27_1
USA,Georgia,Cherokee,,Georgia,Cherokee,,USA.11.28_1
USA,Georgia,Clarke,,Georgia,Clarke,,USA.11.29_1
USA,Georgia,Clay,,Georgia,Clay,,USA.11.30_1
USA,Georgia,Clayton,,Georgia,Clayton,,USA.11.31_1
USA,Georgia,Clinch,,Georgia,Clinch,,USA.11.32_1
USA,Georgia,Cobb,,Georgia,Cobb,,USA.11.33_1
USA,Georgia,Coffee,,Georgia,Coffee,,USA.11.34_1
USA,Georgia,Colquitt,,Georgia,Colquitt,,USA.11.35_1
USA,Georgia,Columbia,,Georgia,Columbia,,USA.11.36_1
USA,Georgia,Cook,,Georgia,Cook,,USA.11.37_1
USA,Georgia,Coweta,,Georgia,Coweta,,USA.11.38_1
USA,Georgia,Crawford,,Georgia,Crawford,,USA.11.39_1
USA,Georgia,Crisp,,Georgia,Crisp,,USA.11.40_1
USA,Georgia,Dade,,Georgia,Dade,,USA.11.41_1
USA,Georgia,Dawson,,Georgia,Dawson,,USA.11.42_1
USA,Georgia,DeKalb,,Georgia,DeKalb,,USA.11.44_1
USA,Georgia,Decatur,,Georgia,Decatur,,USA.11.43_1
USA,Georgia,Dodge,,Georgia,Dodge,,USA.11.45_1
USA,Georgia,Dooly,,Georgia,Dooly,,USA.11.46_1
USA,Georgia,Dougherty,,Georgia,Dougherty,,USA.11.47_1
USA,Georgia,Douglas,,Georgia,Douglas,,USA.11.48_1
USA,Georgia,Early,,Georgia,Early,,USA.11.49_1
USA,Georgia,Echols,,Georgia,Echols,,USA.11.50_1
USA,Georgia,Effingham,,Georgia,Effingham,,USA.11.51_1
USA,Georgia,Elbert,,Georgia,Elbert,,USA.11.52_1
USA,Georgia,Emanuel,,Georgia,Emanuel,,USA.11.53_1
USA,Georgia,Evans,,Georgia,Evans,,USA.11.54_1
USA,Georgia,Fannin,,Georgia,Fannin,,USA.11.55_1
USA,Georgia,Fayette,,Georgia,Fayette,,USA.11.56_1
USA,Georgia,Floyd,,Georgia,Floyd,,USA.11.57_1
USA,Georgia,Forsyth,,Georgia,Forsyth,,USA.11.58_1
USA,Georgia,Franklin,,Georgia,Franklin,,USA.11.59_1
USA,Georgia,Fulton,,Georgia,Fulton,,USA.11.60_1
USA,Georgia,Gilmer,,Georgia,Gilmer,,USA.11.61_1
USA,Georgia,Glascock,,Georgia,Glascock,,USA.11.62_1
USA,Georgia,Glynn,,Georgia,Glynn,,USA.11.63_1
USA,Georgia,Gordon,,Georgia,Gordon,,USA.11.64_1
USA,Georgia,Grady,,Georgia,Grady,,USA.11.65_1
USA,Georgia,Greene,,Georgia,Greene,,USA.11.66_1
USA,Georgia,Gwinnett,,Georgia,Gwinnett,,USA.11.67_1
USA,Georgia,Habersham,,Georgia,Habersham,,USA.11.68_1
USA,Georgia,Hall,,Georgia,Hall,,USA.11.69_1
USA,Georgia,Hancock,,Georgia,Hancock,,USA.11.70_1
USA,Georgia,Haralson,,Georgia,Haralson,,USA.11.71_1
USA,Georgia,Harris,,Georgia,Harris,,USA.11.72_1
USA,Georgia,Hart,,Georgia,Hart,,USA.11.73_1
USA,Georgia,Heard,,Georgia,Heard,,USA.11.74_1
USA,Georgia,Henry,,Georgia,Henry,,USA.11.75_1
USA,Georgia,Houston,,Georgia,Houston,,USA.11.76_1
USA,Georgia,Irwin,,Georgia,Irwin,,USA.11.77_1
USA,Georgia,Jackson,,Georgia,Jackson,,USA.11.78_1
USA,Georgia,Jasper,,Georgia,Jasper,,USA.11.79_1
USA,Georgia,Jeff Davis,,Georgia,Jeff Davis,,USA.11.80_1
USA,Georgia,Jefferson,,Georgia,Jefferson,,USA.11.81_1
USA,Georgia,Jenkins,,Georgia,Jenkins,,USA.11.82_1
USA,Georgia,Johnson,,Georgia,Johnson,,USA.11.83_1
USA,Georgia,Jones,,Georgia,Jones,,USA.11.84_1
USA,Georgia,Lamar,,Georgia,Lamar,,USA.11.85_1
USA,Georgia,Lanier,,Georgia,Lanier,,USA.11.86_1
USA,Georgia,Laurens,,Georgia,Laurens,,USA.11.87_1
USA,Georgia,Lee,,Georgia,Lee,,USA.11.88_1
USA,Georgia,Liberty,,Georgia,Liberty,,USA.11.89_1
USA,Georgia,Lincoln,,Georgia,Lincoln,,USA.11.90_1
USA,Georgia,Long,,Georgia,Long,,USA.11.91_1
USA,Georgia,Lowndes,,Georgia,Lowndes,,USA.11.92_1
USA,Georgia,Lumpkin,,Georgia,Lumpkin,,USA.11.93_1
USA,Georgia,Macon,,Georgia,Macon,,USA.11.94_1
USA,Georgia,Madison,,Georgia,Madison,,USA.11.95_1
USA,Georgia,Marion,,Georgia,Marion,,USA.11.96_1
USA,Georgia,McDuffie,,Georgia,McDuffie,,USA.11.97_1
USA,Georgia,McIntosh,,Georgia,McIntosh,,USA.11.98_1
USA,Georgia,Meriwether,,Georgia,Meriwether,,USA.11.99_1
USA,Georgia,Miller,,Georgia,Miller,,USA.11.100_1
USA,Georgia,Mitchell,,Georgia,Mitchell,,USA.11.101_1
USA,Georgia,Monroe,,Georgia,Monroe,,USA.11.102_1
USA,Georgia,Montgomery,,Georgia,Montgomery,,USA.11.103_1
USA,Georgia,Morgan,,Georgia,Morgan,,USA.11.104_1
USA,Georgia,Murray,,Georgia,Murray,,USA.11.105_1
USA,Georgia,Muscogee,,Georgia,Muscogee,,USA.11.106_1
USA,Georgia,Newton,,Georgia,Newton,,USA.11.107_1
USA,Georgia,Oconee,,Georgia,Oconee,,USA.11.108_1
USA,Georgia,Oglethorpe,,Georgia,Oglethorpe,,USA.11.109_1
USA,Georgia,Paulding,,Georgia,Paulding,,USA.11.110_1
USA,Georgia,Peach,,Georgia,Peach,,USA.11.111_1
USA,Georgia,Pickens,,Georgia,Pickens,,USA.11.112_1
USA,Georgia,Pierce,,Georgia,Pierce,,USA.11.113_1
USA,Georgia,Pike,,Georgia,Pike,,USA.11.114_1
USA,Georgia,Polk,,Georgia,Polk,,USA.11.115_1
USA,Georgia,Pulaski,,Georgia,Pulaski,,USA.11.116_1
USA,Georgia,Putnam,,Georgia,Putnam,,USA.11.117_1
USA,Georgia,Quitman,,Georgia,Quitman,,USA.11.118_1
USA,Georgia,Rabun,,Georgia,Rabun,,USA.11.119_1
USA,Georgia,Randolph,,Georgia,Randolph,,USA.11.120_1
USA,Georgia,Richmond,,Georgia,Richmond,,USA.11.121_1
USA,Georgia,Rockdale,,Georgia,Rockdale,,USA.11.122_1
USA,Georgia,Schley,,Georgia,Schley,,USA.11.123_1
USA,Georgia,Screven,,Georgia,Screven,,USA.11.124_1
USA,Georgia,Seminole,,Georgia,Seminole,,USA.11.125_1
USA,Georgia,Spalding,,Georgia,Spalding,,USA.11.126_1
USA,Georgia,Stephens,,Georgia,Stephens,,USA.11.127_1
USA,Georgia,Stewart,,Georgia,Stewart,,USA.11.128_1
USA,Georgia,Sumter,,Georgia,Sumter,,USA.11.129_1
USA,Georgia,Talbot,,Georgia,Talbot,,USA.11.130_1
USA,Georgia,Taliaferro,,Georgia,Taliaferro,,USA.11.131_1
USA,Georgia,Tattnall,,Georgia,Tattnall,,USA.11.132_1
USA,Georgia,Taylor,,Georgia,Taylor,,USA.11.133_1
USA,Georgia,Telfair,,Georgia,Telfair,,USA.11.134_1
USA,Georgia,Terrell,,Georgia,Terrell,,USA.11.135_1
USA,Georgia,Thomas,,Georgia,Thomas,,USA.11.136_1
USA,Georgia,Tift,,Georgia,Tift,,USA.11.137_1
USA,Georgia,Toombs,,Georgia,Toombs,,USA.11.138_1
USA,Georgia,Towns,,Georgia,Towns,,USA.11.139_1
USA,Georgia,Treutlen,,Georgia,Treutlen,,USA.11.140_1
USA,Georgia,Troup,,Georgia,Troup,,USA.11.141_1
USA,Georgia,Turner,,Georgia,Turner,,USA.11.142_1
USA,Georgia,Twiggs,,Georgia,Twiggs,,USA.11.143_1
USA,Georgia,Union,,Georgia,Union,,USA.11.144_1
USA,Georgia,Upson,,Georgia,Upson,,USA.11.145_1
USA,Georgia,Walker,,Georgia,Walker,,USA.11.146_1
USA,Georgia,Walton,,Georgia,Walton,,USA.11.147_1
USA,Georgia,Ware,,Georgia,Ware,,USA.11.148_1
USA,Georgia,Warren,,Georgia,Warren,,USA.11.149_1
USA,Georgia,Washington,,Georgia,Washington,,USA.11.150_1
USA,Georgia,Wayne,,Georgia,Wayne,,USA.11.151_1
USA,Georgia,Webster,,Georgia,Webster,,USA.11.152_1
USA,Georgia,Wheeler,,Georgia,Wheeler,,USA.11.153_1
USA,Georgia,White,,Georgia,White,,USA.11.154_1
USA,Georgia,Whitfield,,Georgia,Whitfield,,USA.11.155_1
USA,Georgia,Wilcox,,Georgia,Wilcox,,USA.11.156_1
USA,Georgia,Wilkes,,Georgia,Wilkes,,USA.11.157_1
USA,Georgia,Wilkinson,,Georgia,Wilkinson,,USA.11.158_1
USA,Georgia,Worth,,Georgia,Worth,,USA.11.159_1
USA,Hawaii,Hawaii,,Hawaii,Hawaii,,USA.12.1_1
USA,Hawaii,Honolulu,,Hawaii,Honolulu,,USA.12.2_1
USA,Hawaii,Kauai,,Hawaii,Kauai,,USA.12.4_1
USA,Hawaii,Maui,,Hawaii,Maui,,USA.12.5_1
USA,Idaho,Ada,,Idaho,Ada,,USA.13.1_1
USA,Idaho,Adams,,Idaho,Adams,,USA.13.2_1
USA,Idaho,Bannock,,Idaho,Bannock,,USA.13.3_1
USA,Idaho,Bingham,,Idaho,Bingham,,USA.13.6_1
USA,Idaho,Blaine,,Idaho,Blaine,,USA.13.7_1
USA,Idaho,Bonner,,Idaho,Bonner,,USA.13.9_1
USA,Idaho,Bonneville,,Idaho,Bonneville,,USA.13.10_1
USA,Idaho,Camas,,Idaho,Camas,,USA.13.13_1
USA,Idaho,Canyon,,Idaho,Canyon,,USA.13.14_1
USA,Idaho,Caribou,,Idaho,Caribou,,USA.13.15_1
USA,Idaho,Cassia,,Idaho,Cassia,,USA.13.16_1
USA,Idaho,Custer,,Idaho,Custer,,USA.13.19_1
USA,Idaho,Elmore,,Idaho,Elmore,,USA.13.20_1
USA,Idaho,Fremont,,Idaho,Fremont,,USA.13.22_1
USA,Idaho,Gem,,Idaho,Gem,,USA.13.23_1
USA,Idaho,Gooding,,Idaho,Gooding,,USA.13.24_1
USA,Idaho,Idaho,,Idaho,Idaho,,USA.13.25_1
USA,Idaho,Jefferson,,Idaho,Jefferson,,USA.13.26_1
USA,Idaho,Jerome,,Idaho,Jerome,,USA.13.27_1
USA,Idaho,Kootenai,,Idaho,Kootenai,,USA.13.28_1
USA,Idaho,Latah,,Idaho,Latah,,USA.13.29_1
USA,Idaho,Lemhi,,Idaho,Lemhi,,USA.13.30_1
USA,Idaho,Lincoln,,Idaho,Lincoln,,USA.13.32_1
USA,Idaho,Madison,,Idaho,Madison,,USA.13.33_1
USA,Idaho,Minidoka,,Idaho,Minidoka,,USA.13.34_1
USA,Idaho,Nez Perce,,Idaho,Nez Perce,,USA.13.35_1
USA,Idaho,Owyhee,,Idaho,Owyhee,,USA.13.37_1
USA,Idaho,Payette,,Idaho,Payette,,USA.13.38_1
USA,Idaho,Power,,Idaho,Power,,USA.13.39_1
USA,Idaho,Teton,,Idaho,Teton,,USA.13.41_1
USA,Idaho,Twin Falls,,Idaho,Twin Falls,,USA.13.42_1
USA,Idaho,Valley,,Idaho,Valley,,USA.13.43_1
USA,Idaho,Washington,,Idaho,Washington,,USA.13.44_1
USA,Illinois,Adams,,Illinois,Adams,,USA.14.1_1
USA,Illinois,Alexander,,Illinois,Alexander,,USA.14.2_1
USA,Illinois,Bond,,Illinois,Bond,,USA.14.3_1
USA,Illinois,Boone,,Illinois,Boone,,USA.14.4_1
USA,Illinois,Brown,,Illinois,Brown,,USA.14.5_1
USA,Illinois,Bureau,,Illinois,Bureau,,USA.14.6_1
USA,Illinois,Calhoun,,Illinois,Calhoun,,USA.14.7_1
USA,Illinois,Carroll,,Illinois,Carroll,,USA.14.8_1
USA,Illinois,Cass,,Illinois,Cass,,USA.14.9_1
USA,Illinois,Champaign,,Illinois,Champaign,,USA.14.10_1
USA,Illinois,Christian,,Illinois,Christian,,USA.14.11_1
USA,Illinois,Clark,,Illinois,Clark,,USA.14.12_1
USA,Illinois,Clay,,Illinois,Clay,,USA.14.13_1
USA,Illinois,Clinton,,Illinois,Clinton,,USA.14.14_1
USA,Illinois,Coles,,Illinois,Coles,,USA.14.15_1
USA,Illinois,Cook,,Illinois,Cook,,USA.14.16_1
USA,Illinois,Crawford,,Illinois,Crawford,,USA.14.17_1
USA,Illinois,Cumberland,,Illinois,Cumberland,,USA.14.18_1
USA,Illinois,De Witt,,Illinois,De Witt,,USA.14.20_1
USA,Illinois,DeKalb,,Illinois,De Kalb,,USA.14.19_1
USA,Illinois,Douglas,,Illinois,Douglas,,USA.14.21_1
USA,Illinois,DuPage,,Illinois,Dupage,,USA.14.22_1
USA,Illinois,Edwards,,Illinois,Edwards,,USA.14.24_1
USA,Illinois,Effingham,,Illinois,Effingham,,USA.14.25_1
USA,Illinois,Fayette,,Illinois,Fayette,,USA.14.26_1
USA,Illinois,Ford,,Illinois,Ford,,USA.14.27_1
USA,Illinois,Franklin,,Illinois,Franklin,,USA.14.28_1
USA,Illinois,Fulton,,Illinois,Fulton,,USA.14.29_1
USA,Illinois,Gallatin,,Illinois,Gallatin,,USA.14.30_1
USA,Illinois,Greene,,Illinois,Greene,,USA.14.31_1
USA,Illinois,Grundy,,Illinois,Grundy,,USA.14.32_1
USA,Illinois,Hamilton,,Illinois,Hamilton,,USA.14.33_1
USA,Illinois,Hancock,,Illinois,Hancock,,USA.14.34_1
USA,Illinois,Hardin,,Illinois,Hardin,,USA.14.35_1
USA,Illinois,Henderson,,Illinois,Henderson,,USA.14.36_1
USA,Illinois,Henry,,Illinois,Henry,,USA.14.37_1
USA,Illinois,Iroquois,,Illinois,Iroquois,,USA.14.38_1
USA,Illinois,Jackson,,Illinois,Jackson,,USA.14.39_1
USA,Illinois,Jasper,,Illinois,Jasper,,USA.14.40_1
USA,Illinois,Jefferson,,Illinois,Jefferson,,USA.14.41_1
USA,Illinois,Jersey,,Illinois,Jersey,,USA.14.42_1
USA,Illinois,Jo Daviess,,Illinois,Jo Daviess,,USA.14.43_1
USA,Illinois,Johnson,,Illinois,Johnson,,USA.14.44_1
USA,Illinois,Kane,,Illinois,Kane,,USA.14.45_1
USA,Illinois,Kankakee,,Illinois,Kankakee,,USA.14.46_1
USA,Illinois,Kendall,,Illinois,Kendall,,USA.14.47_1
USA,Illinois,Knox,,Illinois,Knox,,USA.14.48_1
USA,Illinois,LaSalle,,Illinois,La Salle,,USA.14.49_1
USA,Illinois,Lake,,Illinois,Lake,,USA.14.50_1
USA,Illinois,Lawrence,,Illinois,Lawrence,,USA.14.52_1
USA,Illinois,Lee,,Illinois,Lee,,USA.14.53_1
USA,Illinois,Livingston,,Illinois,Livingston,,USA.14.54_1
USA,Illinois,Logan,,Illinois,Logan,,USA.14.55_1
USA,Illinois,Macon,,Illinois,Macon,,USA.14.56_1
USA,Illinois,Macoupin,,Illinois,Macoupin,,USA.14.57_1
USA,Illinois,Madison,,Illinois,Madison,,USA.14.58_1
USA,Illinois,Marion,,Illinois,Marion,,USA.14.59_1
USA,Illinois,Marshall,,Illinois,Marshall,,USA.14.60_1
USA,Illinois,Mason,,Illinois,Mason,,USA.14.61_1
USA,Illinois,Massac,,Illinois,Massac,,USA.14.62_1
USA,Illinois,McDonough,,Illinois,McDonough,,USA.14.63_1
USA,Illinois,McHenry,,Illinois,McHenry,,USA.14.64_1
USA,Illinois,McLean,,Illinois,McLean,,USA.14.65_1
USA,Illinois,Menard,,Illinois,Menard,,USA.14.66_1
USA,Illinois,Mercer,,Illinois,Mercer,,USA.14.67_1
USA,Illinois,Monroe,,Illinois,Monroe,,USA.14.68_1
USA,Illinois,Montgomery,,Illinois,Montgomery,,USA.14.69_1
USA,Illinois,Morgan,,Illinois,Morgan,,USA.14.70_1
USA,Illinois,Moultrie,,Illinois,Moultrie,,USA.14.71_1
USA,Illinois,Ogle,,Illinois,Ogle,,USA.14.72_1
USA,Illinois,Peoria,,Illinois,Peoria,,USA.14.73_1
USA,Illinois,Perry,,Illinois,Perry,,USA.14.74_1
USA,Illinois,Piatt,,Illinois,Piatt,,USA.14.75_1
USA,Illinois,Pike,,Illinois,Pike,,USA.14.76_1
USA,Illinois,Pope,,Illinois,Pope,,USA.14.77_1
USA,Illinois,Pulaski,,Illinois,Pulaski,,USA.14.78_1
USA,Illinois,Putnam,,Illinois,Putnam,,USA.14.79_1
USA,Illinois,Randolph,,Illinois,Randolph,,USA.14.80_1
USA,Illinois,Richland,,Illinois,Richland,,USA.14.81_1
USA,Illinois,Rock Island,,Illinois,Rock Island,,USA.14.82_1
USA,Illinois,Saline,,Illinois,Saline,,USA.14.84_1
USA,Illinois,Sangamon,,Illinois,Sangamon,,USA.14.85_1
USA,Illinois,Schuyler,,Illinois,Schuyler,,USA.14.86_1
USA,Illinois,Shelby,,Illinois,Shelby,,USA.14.88_1
USA,Illinois,St. Clair,,Illinois,Saint Clair,,USA.14.83_1
USA,Illinois,Stark,,Illinois,Stark,,USA.14.89_1
USA,Illinois,Stephenson,,Illinois,Stephenson,,USA.14.90_1
USA,Illinois,Tazewell,,Illinois,Tazewell,,USA.14.91_1
USA,Illinois,Union,,Illinois,Union,,USA.14.92_1
USA,Illinois,Vermilion,,Illinois,Vermilion,,USA.14.93_1
USA,Illinois,Wabash,,Illinois,Lake Michigan,,USA.14.51_1
USA,Illinois,Wabash,,Illinois,Wabash,,USA.14.94_1
USA,Illinois,Warren,,Illinois,Warren,,USA.14.95_1
USA,Illinois,Washington,,Illinois,Washington,,USA.14.96_1
USA,Illinois,Wayne,,Illinois,Wayne,,USA.14.97_1
USA,Illinois,White,,Illinois,White,,USA.14.98_1
USA,Illinois,Whiteside,,Illinois,Whiteside,,USA.14.99_1
USA,Illinois,Will,,Illinois,Will,,USA.14.100_1
USA,Illinois,Williamson,,Illinois,Williamson,,USA.14.101_1
USA,Illinois,Winnebago,,Illinois,Winnebago,,USA.14.102_1
USA,Illinois,Woodford,,Illinois,Woodford,,USA.14.103_1
USA,Indiana,Adams,,Indiana,Adams,,USA.15.1_1
USA,Indiana,Allen,,Indiana,Allen,,USA.15.2_1
USA,Indiana,Bartholomew,,Indiana,Bartholomew,,USA.15.3_1
USA,Indiana,Benton,,Indiana,Benton,,USA.15.4_1
USA,Indiana,Blackford,,Indiana,Blackford,,USA.15.5_1
USA,Indiana,Boone,,Indiana,Boone,,USA.15.6_1
USA,Indiana,Brown,,Indiana,Brown,,USA.15.7_1
USA,Indiana,Carroll,,Indiana,Carroll,,USA.15.8_1
USA,Indiana,Cass,,Indiana,Cass,,USA.15.9_1
USA,Indiana,Clark,,Indiana,Clark,,USA.15.10_1
USA,Indiana,Clay,,Indiana,Clay,,USA.15.11_1
USA,Indiana,Clinton,,Indiana,Clinton,,USA.15.12_1
USA,Indiana,Crawford,,Indiana,Crawford,,USA.15.13_1
USA,Indiana,Daviess,,Indiana,Daviess,,USA.15.14_1
USA,Indiana,DeKalb,,Indiana,De Kalb,,USA.15.15_1
USA,Indiana,Dearborn,,Indiana,Dearborn,,USA.15.16_1
USA,Indiana,Decatur,,Indiana,Decatur,,USA.15.17_1
USA,Indiana,Delaware,,Indiana,Delaware,,USA.15.18_1
USA,Indiana,Dubois,,Indiana,Dubois,,USA.15.19_1
USA,Indiana,Elkhart,,Indiana,Elkhart,,USA.15.20_1
USA,Indiana,Fayette,,Indiana,Fayette,,USA.15.21_1
USA,Indiana,Floyd,,Indiana,Floyd,,USA.15.22_1
USA,Indiana,Fountain,,Indiana,Fountain,,USA.15.23_1
USA,Indiana,Franklin,,Indiana,Franklin,,USA.15.24_1
USA,Indiana,Fulton,,Indiana,Fulton,,USA.15.25_1
USA,Indiana,Gibson,,Indiana,Gibson,,USA.15.26_1
USA,Indiana,Grant,,Indiana,Grant,,USA.15.27_1
USA,Indiana,Greene,,Indiana,Greene,,USA.15.28_1
USA,Indiana,Hamilton,,Indiana,Hamilton,,USA.15.29_1
USA,Indiana,Hancock,,Indiana,Hancock,,USA.15.30_1
USA,Indiana,Harrison,,Indiana,Harrison,,USA.15.31_1
USA,Indiana,Hendricks,,Indiana,Hendricks,,USA.15.32_1
USA,Indiana,Henry,,Indiana,Henry,,USA.15.33_1
USA,Indiana,Howard,,Indiana,Howard,,USA.15.34_1
USA,Indiana,Huntington,,Indiana,Huntington,,USA.15.35_1
USA,Indiana,Jackson,,Indiana,Jackson,,USA.15.36_1
USA,Indiana,Jasper,,Indiana,Jasper,,USA.15.37_1
USA,Indiana,Jay,,Indiana,Jay,,USA.15.38_1
USA,Indiana,Jefferson,,Indiana,Jefferson,,USA.15.39_1
USA,Indiana,Jennings,,Indiana,Jennings,,USA.15.40_1
USA,Indiana,Johnson,,Indiana,Johnson,,USA.15.41_1
USA,Indiana,Knox,,Indiana,Knox,,USA.15.42_1
USA,Indiana,Kosciusko,,Indiana,Kosciusko,,USA.15.43_1
USA,Indiana,LaGrange,,Indiana,LaGrange,,USA.15.44_1
USA,Indiana,LaPorte,,Indiana,LaPorte,,USA.15.47_1
USA,Indiana,Lake,,Indiana,Lake,,USA.15.45_1
USA,Indiana,Lawrence,,Indiana,Lawrence,,USA.15.48_1
USA,Indiana,Madison,,Indiana,Madison,,USA.15.49_1
USA,Indiana,Marion,,Indiana,Marion,,USA.15.50_1
USA,Indiana,Marshall,,Indiana,Marshall,,USA.15.51_1
USA,Indiana,Martin,,Indiana,Martin,,USA.15.52_1
USA,Indiana,Miami,,Indiana,Miami,,USA.15.53_1
USA,Indiana,Monroe,,Indiana,Monroe,,USA.15.54_1
USA,Indiana,Montgomery,,Indiana,Montgomery,,USA.15.55_1
USA,Indiana,Morgan,,Indiana,Morgan,,USA.15.56_1
USA,Indiana,Newton,,Indiana,Newton,,USA.15.57_1
USA,Indiana,Noble,,Indiana,Noble,,USA.15.58_1
USA,Indiana,Ohio,,Indiana,Ohio,,USA.15.59_1
USA,Indiana,Orange,,Indiana,Orange,,USA.15.60_1
USA,Indiana,Owen,,Indiana,Owen,,USA.15.61_1
USA,Indiana,Parke,,Indiana,Parke,,USA.15.62_1
USA,Indiana,Perry,,Indiana,Perry,,USA.15.63_1
USA,Indiana,Pike,,Indiana,Pike,,USA.15.64_1
USA,Indiana,Porter,,Indiana,Porter,,USA.15.65_1
USA,Indiana,Posey,,Indiana,Posey,,USA.15.66_1
USA,Indiana,Pulaski,,Indiana,Pulaski,,USA.15.67_1
USA,Indiana,Putnam,,Indiana,Putnam,,USA.15.68_1
USA,Indiana,Randolph,,Indiana,Randolph,,USA.15.69_1
USA,Indiana,Ripley,,Indiana,Ripley,,USA.15.70_1
USA,Indiana,Rush,,Indiana,Rush,,USA.15.71_1
USA,Indiana,Scott,,Indiana,Scott,,USA.15.73_1
USA,Indiana,Shelby,,Indiana,Shelby,,USA.15.74_1
USA,Indiana,Spencer,,Indiana,Spencer,,USA.15.75_1
USA,Indiana,St. Joseph,,Indiana,Saint Joseph,,USA.15.72_1
USA,Indiana,Starke,,Indiana,Starke,,USA.15.76_1
USA,Indiana,Steuben,,Indiana,Steuben,,USA.15.77_1
USA,Indiana,Sullivan,,Indiana,Sullivan,,USA.15.78_1
USA,Indiana,Switzerland,,Indiana,Switzerland,,USA.15.79_1
USA,Indiana,Tippecanoe,,Indiana,Tippecanoe,,USA.15.80_1
USA,Indiana,Tipton,,Indiana,Tipton,,USA.15.81_1
USA,Indiana,Union,,Indiana,Union,,USA.15.82_1
USA,Indiana,Vanderburgh,,Indiana,Vanderburgh,,USA.15.83_1
USA,Indiana,Vermillion,,Indiana,Vermillion,,USA.15.84_1
USA,Indiana,Vigo,,Indiana,Vigo,,USA.15.85_1
USA,Indiana,Wabash,,Indiana,Lake Michigan,,USA.15.46_1
USA,Indiana,Wabash,,Indiana,Wabash,,USA.15.86_1
USA,Indiana,Warren,,Indiana,Warren,,USA.15.87_1
USA,Indiana,Warrick,,Indiana,Warrick,,USA.15.88_1
USA,Indiana,Washington,,Indiana,Washington,,USA.15.89_1
USA,Indiana,Wayne,,Indiana,Wayne,,USA.15.90_1
USA,Indiana,Wells,,Indiana,Wells,,USA.15.91_1
USA,Indiana,White,,Indiana,White,,USA.15.92_1
USA,Indiana,Whitley,,Indiana,Whitley,,USA.15.93_1
USA,Iowa,Adair,,Iowa,Adair,,USA.16.1_1
USA,Iowa,Adams,,Iowa,Adams,,USA.16.2_1
USA,Iowa,Allamakee,,Iowa,Allamakee,,USA.16.3_1
USA,Iowa,Appanoose,,Iowa,Appanoose,,USA.16.4_1
USA,Iowa,Audubon,,Iowa,Audubon,,USA.16.5_1
USA,Iowa,Benton,,Iowa,Benton,,USA.16.6_1
USA,Iowa,Black Hawk,,Iowa,Black Hawk,,USA.16.7_1
USA,Iowa,Boone,,Iowa,Boone,,USA.16.8_1
USA,Iowa,Bremer,,Iowa,Bremer,,USA.16.9_1
USA,Iowa,Buchanan,,Iowa,Buchanan,,USA.16.10_1
USA,Iowa,Buena Vista,,Iowa,Buena Vista,,USA.16.11_1
USA,Iowa,Butler,,Iowa,Butler,,USA.16.12_1
USA,Iowa,Calhoun,,Iowa,Calhoun,,USA.16.13_1
USA,Iowa,Carroll,,Iowa,Carroll,,USA.16.14_1
USA,Iowa,Cass,,Iowa,Cass,,USA.16.15_1
