input_adm_area_1,input_adm_area_2,input_adm_area_3,adm_area_1,adm_area_2,adm_area_3,gid
AJK,,,Azad Kashmir,,,PAK.1_1
Balochistan,,,Baluchistan,,,PAK.2_1
Islamabad,,,F.C.T.,,,PAK.4_1
KPK,,,N.W.F.P.,,,PAK.5_1
GB,,,Northern Areas,,,PAK.6_1
Punjab,,,Punjab,,,PAK.7_1
Sindh,,,Sind,,,PAK.8_1
